Event,Arm,Seed,C-Index
Date I50 first reported (heart failure) - visit 0,DXA SSL (LeJEPA) + Covariates,942,0.7912059290128572
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,42,0.7547793650120809
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,142,0.7707057524344946
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,242,0.7631373696012479
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,342,0.8074402271747674
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,442,0.7648743505270521
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,542,0.7295576347170627
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,642,0.7461165076967217
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,742,0.7881057951321844
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,842,0.7655488696160593
Date I50 first reported (heart failure) - visit 0,DXA SSL (DINO) + Covariates,942,0.8010619657613715
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,42,0.5931460380968948
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,142,0.6411733311437721
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,242,0.6451145358959186
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,342,0.6471588351974397
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,442,0.49008713618397415
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,542,0.6145004037054079
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,642,0.5845814361347375
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,742,0.45753910068426196
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,842,0.5921482417281015
Date M51 first reported (other intervertebral disk disorders) - visit 0,Covariates,942,0.6383503259234498
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,42,0.5712185787596764
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,142,0.6654076689383365
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,242,0.6545998747866656
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,342,0.6566516093544247
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,442,0.4870104204096299
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,542,0.5880902563746386
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,642,0.5725518933561683
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,742,0.46816087138667783
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,842,0.604652709093478
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA Tabular + Covariates,942,0.6276199231154939
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,42,0.6129251108984952
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,142,0.6409967977666475
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,242,0.639282681966707
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,342,0.646733785608321
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,442,0.4888609414301114
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,542,0.5940025871873453
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,642,0.592650533960198
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,742,0.4619117441698087
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,842,0.6185327094259332
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (LeJEPA) + Covariates,942,0.6239177670065185
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,42,0.6089153692267548
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,142,0.6650874456030873
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,242,0.6510064236155779
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,342,0.6620272365109263
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,442,0.4993801652892562
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,542,0.611565942890878
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,642,0.5730376859803542
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,742,0.4727517106549365
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,842,0.6100634158099022
Date M51 first reported (other intervertebral disk disorders) - visit 0,DXA SSL (DINO) + Covariates,942,0.6336954704997493
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,42,0.7579561542510224
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,142,0.7297387923979267
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,242,0.7327688271075478
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,342,0.7166360564522809
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,442,0.717532606067502
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,542,0.7441410076927227
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,642,0.740385253302027
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,742,0.7042360017590898
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,842,0.7696798190244605
Date I48 first reported (atrial fibrillation and flutter) - visit 0,Covariates,942,0.7327951459729574
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,42,0.7601515377535597
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,142,0.7295711330362826
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,242,0.7326254039050483
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,342,0.7143938463471969
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,442,0.7180759220014508
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,542,0.7436185045619634
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,642,0.7400290180309853
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,742,0.701238455973103
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,842,0.77053273121122
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA Tabular + Covariates,942,0.7316394917916412
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,42,0.7595210686451388
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,142,0.7392129671728653
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,242,0.7433483974566285
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,342,0.7226486071162321
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,442,0.7176890582997909
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,542,0.7380441912702221
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,642,0.7473989056221714
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,742,0.7163552793973699
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,842,0.7762997732157331
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (LeJEPA) + Covariates,942,0.7419551377003181
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,42,0.764491642062422
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,142,0.7406281258525053
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,242,0.7380108045479217
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,342,0.7228685436488328
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,442,0.7251276507986175
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,542,0.7460975547421419
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,642,0.7431644653153764
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,742,0.7103431643755941
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,842,0.7768730883611377
Date I48 first reported (atrial fibrillation and flutter) - visit 0,DXA SSL (DINO) + Covariates,942,0.7403816593349468
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,42,0.6773337115642779
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,142,0.6700366808763756
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,242,0.6929431849384573
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,342,0.6798769097271044
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,442,0.663533079432419
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,542,0.6486761710794298
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,642,0.6602461493229669
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,742,0.6708444945721134
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,842,0.6766908250658507
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,Covariates,942,0.6722096615869848
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,42,0.6780988301476699
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,142,0.6573014771488054
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,242,0.7073807448794018
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,342,0.6792662791304942
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,442,0.6637379678285044
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,542,0.6605203181068762
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,642,0.6742849909347794
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,742,0.678725504018046
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,842,0.6772487815649595
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA Tabular + Covariates,942,0.6927328902692178
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,42,0.7359481876877837
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,142,0.745676613462873
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,242,0.7710723509584582
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,342,0.7544622232577946
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,442,0.7325161902007102
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,542,0.7512082565544888
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,642,0.7055477516619572
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,742,0.7322913939296288
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,842,0.7514826264569959
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (LeJEPA) + Covariates,942,0.7566540076919364
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,42,0.7178570287029342
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,142,0.7119579656984237
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,242,0.7506416914389408
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,342,0.7333753811419595
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,442,0.7104565395555127
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,542,0.7021869847735428
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,642,0.6923215131568201
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,742,0.7063785220841473
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,842,0.735122474408921
Date M17 first reported (gonarthrosis [arthrosis of knee]) - visit 0,DXA SSL (DINO) + Covariates,942,0.702013903416314
Date E66 first reported (obesity) - visit 0,Covariates,42,0.8499992005926273
Date E66 first reported (obesity) - visit 0,Covariates,142,0.8520743752684022
Date E66 first reported (obesity) - visit 0,Covariates,242,0.9015231932916551
Date E66 first reported (obesity) - visit 0,Covariates,342,0.8427819751753912
Date E66 first reported (obesity) - visit 0,Covariates,442,0.8675727625928703
Date E66 first reported (obesity) - visit 0,Covariates,542,0.8629305312317571
Date E66 first reported (obesity) - visit 0,Covariates,642,0.8658250598416994
Date E66 first reported (obesity) - visit 0,Covariates,742,0.8518421920355466
Date E66 first reported (obesity) - visit 0,Covariates,842,0.8567612804804092
Date E66 first reported (obesity) - visit 0,Covariates,942,0.8392192409958907
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,42,0.8500125240488384
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,142,0.8519887583646356
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,242,0.9014951885121727
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,342,0.8409929843497032
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,442,0.8674337127666826
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,542,0.8609908188717296
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,642,0.8652583515264693
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,742,0.8517651637594124
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,842,0.8564567122261244
Date E66 first reported (obesity) - visit 0,DXA Tabular + Covariates,942,0.839408589154782
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,42,0.8515234039831805
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,142,0.8520893242515996
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,242,0.9030287835790641
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,342,0.841958985429034
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,442,0.869424033808193
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,542,0.8642201347980683
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,642,0.8669072028626865
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,742,0.8508137969804915
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,842,0.8570928016775512
Date E66 first reported (obesity) - visit 0,DXA SSL (LeJEPA) + Covariates,942,0.8400907796846883
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,42,0.8492370988973508
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,142,0.8522714300469126
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,242,0.9016285446049459
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,342,0.8422584997301673
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,442,0.8701520005452934
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,542,0.8625298519344053
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,642,0.8669935584154835
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,742,0.8512732638907657
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,842,0.8560092933746971
Date E66 first reported (obesity) - visit 0,DXA SSL (DINO) + Covariates,942,0.8372948728278677
Date of death due to cancer (C00-C97) - visit 0,Covariates,42,0.7328508844895469
Date of death due to cancer (C00-C97) - visit 0,Covariates,142,0.6518183747082538
Date of death due to cancer (C00-C97) - visit 0,Covariates,242,0.762372507097543
Date of death due to cancer (C00-C97) - visit 0,Covariates,342,0.7275725274548064
Date of death due to cancer (C00-C97) - visit 0,Covariates,442,0.723200192299988
Date of death due to cancer (C00-C97) - visit 0,Covariates,542,0.7689831479057592
Date of death due to cancer (C00-C97) - visit 0,Covariates,642,0.6907729286777411
Date of death due to cancer (C00-C97) - visit 0,Covariates,742,0.7083475049803216
Date of death due to cancer (C00-C97) - visit 0,Covariates,842,0.7234668467823313
Date of death due to cancer (C00-C97) - visit 0,Covariates,942,0.6688130672152902
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,42,0.73196758324025
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,142,0.6509993634627625
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,242,0.7624688934842803
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,342,0.7282014481301704
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,442,0.7236969672689395
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,542,0.7688236256544503
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,642,0.6900843412656322
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,742,0.7083717992323016
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,842,0.7218840532534748
Date of death due to cancer (C00-C97) - visit 0,DXA Tabular + Covariates,942,0.669098066458261
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,42,0.7328152355602031
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,142,0.6520857203479737
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,242,0.7641162244576075
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,342,0.7290158197739111
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,442,0.7239052922559193
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,542,0.7705579188481675
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,642,0.692034626109866
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,742,0.7081126605445152
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,842,0.7250170892874581
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (LeJEPA) + Covariates,942,0.6689822855158041
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,42,0.7334648382726905
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,142,0.6584426055590918
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,242,0.758946409168974
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,342,0.7266855880408315
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,442,0.7217899923881255
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,542,0.7723249345549739
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,642,0.6891263066053068
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,742,0.7087686053479747
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,842,0.7276293089417663
Date of death due to cancer (C00-C97) - visit 0,DXA SSL (DINO) + Covariates,942,0.6727496192588238
